Date,Price,Open,High,Low,Vol.,Change %
26-Apr-19,0.9708,0.981,0.9813,0.9551,10.24M,-1.04%
27-Apr-19,0.976,0.9708,0.9772,0.96,2.36M,0.54%
28-Apr-19,0.9702,0.976,0.977,0.9701,3.79M,-0.59%
29-Apr-19,0.9835,0.9702,0.9885,0.9702,4.98M,1.37%
30-Apr-19,0.9896,0.9835,0.9948,0.9832,5.60M,0.62%
1-May-19,0.9865,0.9896,0.995,0.9856,3.70M,-0.31%
2-May-19,0.9807,0.9865,0.9895,0.98,2.52M,-0.59%
3-May-19,0.983,0.9807,0.994,0.9778,4.26M,0.23%
4-May-19,0.9905,0.983,0.995,0.9813,3.08M,0.76%
5-May-19,0.9908,0.9905,0.993,0.9885,1.15M,0.03%
6-May-19,0.99,0.9908,0.992,0.9874,2.98M,-0.08%
7-May-19,0.985,0.99,0.9941,0.985,3.94M,-0.51%
8-May-19,0.9917,0.9852,0.9936,0.983,1.60M,0.68%
9-May-19,0.9946,0.9917,0.997,0.9917,2.58M,0.29%
10-May-19,0.9945,0.9946,1.0025,0.9931,4.41M,-0.01%
11-May-19,1.0039,0.9945,"1,000.00",0.9945,6.50M,0.95%
12-May-19,1.0006,1.0039,1.008,0.9967,12.14M,-0.33%
13-May-19,1.0017,1.0006,1.0079,0.9951,11.80M,0.11%
14-May-19,0.9986,1.0016,1.0046,0.9936,10.94M,-0.31%
15-May-19,1.0039,0.9986,1.005,0.998,4.04M,0.53%
16-May-19,1.0004,1.0039,1.0069,0.9959,5.45M,-0.35%
17-May-19,1.0015,1.0004,1.0045,0.989,7.34M,0.11%
18-May-19,1.0026,1.0015,1.0045,1.0001,2.10M,0.11%
19-May-19,1.0053,1.0026,1.0082,1.0012,6.27M,0.27%
20-May-19,1.006,1.0053,1.0061,0.999,4.36M,0.07%
21-May-19,1.0044,1.006,1.0081,1.003,4.31M,-0.16%
22-May-19,1.0003,1.0044,1.0047,0.9993,3.53M,-0.41%
